NODE=1;CELLTYPE=3;CELL=1;NRFREQUENCY=1;CID=1;
NODE=1;CELLTYPE=3;CELL=2;NRFREQUENCY=2;CID=2;
NODE=1;CELLTYPE=3;CELL=3;NRFREQUENCY=3;CID=3;
NODE=2;CELLTYPE=3;CELL=1;NRFREQUENCY=4;CID=4;
NODE=2;CELLTYPE=3;CELL=2;NRFREQUENCY=5;CID=5;
NODE=2;CELLTYPE=3;CELL=3;NRFREQUENCY=6;CID=6;
NODE=3;CELLTYPE=3;CELL=1;NRFREQUENCY=7;CID=7;
NODE=3;CELLTYPE=3;CELL=2;NRFREQUENCY=8;CID=8;
NODE=3;CELLTYPE=3;CELL=3;NRFREQUENCY=9;CID=9;
NODE=4;CELLTYPE=3;CELL=1;NRFREQUENCY=10;CID=10;
NODE=4;CELLTYPE=3;CELL=2;NRFREQUENCY=11;CID=11;
NODE=4;CELLTYPE=3;CELL=3;NRFREQUENCY=12;CID=12;
NODE=5;CELLTYPE=3;CELL=1;NRFREQUENCY=13;CID=13;
NODE=5;CELLTYPE=3;CELL=2;NRFREQUENCY=14;CID=14;
NODE=5;CELLTYPE=3;CELL=3;NRFREQUENCY=15;CID=15;
NODE=6;CELLTYPE=3;CELL=1;NRFREQUENCY=16;CID=16;
NODE=6;CELLTYPE=3;CELL=2;NRFREQUENCY=1;CID=17;
NODE=6;CELLTYPE=3;CELL=3;NRFREQUENCY=2;CID=18;
NODE=7;CELLTYPE=3;CELL=1;NRFREQUENCY=3;CID=19;
NODE=7;CELLTYPE=3;CELL=2;NRFREQUENCY=4;CID=20;
NODE=7;CELLTYPE=3;CELL=3;NRFREQUENCY=5;CID=21;
NODE=8;CELLTYPE=3;CELL=1;NRFREQUENCY=6;CID=22;
NODE=8;CELLTYPE=3;CELL=2;NRFREQUENCY=7;CID=23;
NODE=8;CELLTYPE=3;CELL=3;NRFREQUENCY=8;CID=24;
NODE=9;CELLTYPE=3;CELL=1;NRFREQUENCY=9;CID=25;
NODE=9;CELLTYPE=3;CELL=2;NRFREQUENCY=10;CID=26;
NODE=9;CELLTYPE=3;CELL=3;NRFREQUENCY=11;CID=27;
NODE=10;CELLTYPE=3;CELL=1;NRFREQUENCY=12;CID=28;
NODE=10;CELLTYPE=3;CELL=2;NRFREQUENCY=13;CID=29;
NODE=10;CELLTYPE=3;CELL=3;NRFREQUENCY=14;CID=30;
NODE=11;CELLTYPE=3;CELL=1;NRFREQUENCY=15;CID=31;
NODE=11;CELLTYPE=3;CELL=2;NRFREQUENCY=16;CID=32;
NODE=11;CELLTYPE=3;CELL=3;NRFREQUENCY=1;CID=33;
NODE=12;CELLTYPE=3;CELL=1;NRFREQUENCY=2;CID=34;
NODE=12;CELLTYPE=3;CELL=2;NRFREQUENCY=3;CID=35;
NODE=12;CELLTYPE=3;CELL=3;NRFREQUENCY=4;CID=36;
NODE=13;CELLTYPE=3;CELL=1;NRFREQUENCY=5;CID=37;
NODE=13;CELLTYPE=3;CELL=2;NRFREQUENCY=6;CID=38;
NODE=13;CELLTYPE=3;CELL=3;NRFREQUENCY=7;CID=39;
NODE=14;CELLTYPE=3;CELL=1;NRFREQUENCY=8;CID=40;
NODE=14;CELLTYPE=3;CELL=2;NRFREQUENCY=9;CID=41;
NODE=14;CELLTYPE=3;CELL=3;NRFREQUENCY=10;CID=42;
NODE=15;CELLTYPE=3;CELL=1;NRFREQUENCY=11;CID=43;
NODE=15;CELLTYPE=3;CELL=2;NRFREQUENCY=12;CID=44;
NODE=15;CELLTYPE=3;CELL=3;NRFREQUENCY=13;CID=45;
NODE=16;CELLTYPE=3;CELL=1;NRFREQUENCY=14;CID=46;
NODE=16;CELLTYPE=3;CELL=2;NRFREQUENCY=15;CID=47;
NODE=16;CELLTYPE=3;CELL=3;NRFREQUENCY=16;CID=48;
NODE=17;CELLTYPE=3;CELL=1;NRFREQUENCY=1;CID=49;
NODE=17;CELLTYPE=3;CELL=2;NRFREQUENCY=2;CID=50;
NODE=17;CELLTYPE=3;CELL=3;NRFREQUENCY=3;CID=51;
NODE=18;CELLTYPE=3;CELL=1;NRFREQUENCY=4;CID=52;
NODE=18;CELLTYPE=3;CELL=2;NRFREQUENCY=5;CID=53;
NODE=18;CELLTYPE=3;CELL=3;NRFREQUENCY=6;CID=54;
NODE=19;CELLTYPE=3;CELL=1;NRFREQUENCY=7;CID=55;
NODE=19;CELLTYPE=3;CELL=2;NRFREQUENCY=8;CID=56;
NODE=19;CELLTYPE=3;CELL=3;NRFREQUENCY=9;CID=57;
NODE=20;CELLTYPE=3;CELL=1;NRFREQUENCY=10;CID=58;
NODE=20;CELLTYPE=3;CELL=2;NRFREQUENCY=11;CID=59;
NODE=20;CELLTYPE=3;CELL=3;NRFREQUENCY=12;CID=60;
